x,y,z
-369.68345260575757,-5.249999999689994,6.0
-369.18345260575757,-5.249999999786512,6.0
-368.68345260575757,-5.2499999998830305,6.0
-368.18345260575757,-5.249999999979549,6.0
-367.68345260575757,-5.250000000076067,6.0
-367.18345260575757,-5.2500000001725855,6.0
-366.68345260575757,-5.250000000269104,6.0
-366.18345260575757,-5.250000000253249,6.0
-365.68345260575757,-5.250000000237394,6.0
-365.18345260575757,-5.250000000221539,6.0
-364.68345260575757,-5.250000000205684,6.0
-364.18345260575757,-5.2500000001898295,6.0
-363.68345260575757,-5.250000000173975,6.0
-363.18345260575757,-5.25000000015812,6.0
-362.68345260575757,-5.250000000142265,6.0
-362.18345260575757,-5.25000000012641,6.0
-361.68345260575757,-5.250000000110555,6.0
-361.18345260575757,-5.2500000000947,6.0
-360.68345260575757,-5.250000000071836,6.0
-360.18345260575757,-5.2500000000489715,6.0
-359.68345260575757,-5.250000000026107,6.0
-359.18345260575757,-5.250000000003243,6.0
-358.68345260575757,-5.249999999980378,6.0
-358.18345260575757,-5.249999999957514,6.0
-357.68345260575757,-5.24999999993465,6.0
-357.18345260575757,-5.249999999911785,6.0
-356.68345260575757,-5.249999999888921,6.0
-356.18345260575757,-5.2499999998660565,6.0
-355.68345260575757,-5.249999999843192,6.0
-355.18345260575757,-5.2499999998202815,6.0
-354.68345260575757,-5.249999999797371,6.0
-354.18345260575757,-5.24999999977446,6.0
-353.68345260575757,-5.24999999975155,6.0
-353.18345260575757,-5.249999999728639,6.0
-352.68345260575757,-5.249999999705729,6.0
-352.18345260575757,-5.249999999682818,6.0
-351.68345260575757,-5.249999999659908,6.0
-351.18345260575757,-5.249999999636997,6.0
-350.68345260575757,-5.2499999996140865,6.0
-350.18345260575757,-5.249999999591176,6.0
-349.68345260575757,-5.249999999568635,6.0
-349.18345260575757,-5.249999999546094,6.0
-348.68345260575757,-5.249999999523553,6.0
-348.18345260575757,-5.249999999501012,6.0
-347.68345260575757,-5.2499999994784705,6.0
-347.18345260575757,-5.249999999455929,6.0
-346.68345260575757,-5.249999999433388,6.0
-346.18345260575757,-5.249999999410847,6.0
-345.68345260575757,-5.249999999388306,6.0
-345.18345260575757,-5.249999999365765,6.0
-344.68345260575757,-5.249999999343224,6.0
-344.18345260575757,-5.249999999320683,6.0
-343.68345260575757,-5.249999999298142,6.0
-343.18345260575757,-5.249999999386807,6.0
-342.68345260575757,-5.249999999475472,6.0
-342.18345260575757,-5.249999999564137,6.0
-341.68345260575757,-5.249999999652802,6.0
-341.18345260575757,-5.249999999741467,6.0
-340.68345260575757,-5.249999999830132,6.0
-340.18345260575757,-5.249999999918797,6.0
-339.68345260575757,-5.2500000000074625,6.0
-339.18345260575757,-5.2500000000961276,6.0
-338.68345260575757,-5.250000000184793,6.0
-338.18345260575757,-5.250000000273458,6.0
-337.68345260575757,-5.250000000362123,6.0
-337.18345260575757,-5.250000000346828,6.0
-336.68345260575757,-5.250000000331534,6.0
-336.18345260575757,-5.2500000003162395,6.0
-335.68345260575757,-5.250000000300945,6.0
-335.18345260575757,-5.250000000285651,6.0
-334.68345260575757,-5.250000000270356,6.0
-334.18345260575757,-5.250000000255062,6.0
-333.68345260575757,-5.250000000239767,6.0
-333.18345260575757,-5.250000000224473,6.0
-332.68345260575757,-5.2500000002091785,6.0
-332.18345260575757,-5.250000000193884,6.0
-331.68345260575757,-5.25000000017859,6.0
-331.18345260575757,-5.250000000163295,6.0
-330.68345260575757,-5.250000000142227,6.0
-330.18345260575757,-5.250000000121158,6.0
-329.68345260575757,-5.25000000010009,6.0
-329.18345260575757,-5.250000000079021,6.0
-328.68345260575757,-5.250000000057953,6.0
-328.18345260575757,-5.250000000036884,6.0
-327.68345260575757,-5.250000000015816,6.0
-327.18345260575757,-5.249999999994747,6.0
-326.68345260575757,-5.249999999973679,6.0
-326.18345260575757,-5.24999999995261,6.0
-325.68345260575757,-5.249999999931542,6.0
-325.18345260575757,-5.249999999910473,6.0
-324.68345260575757,-5.249999999889405,6.0
-324.18345260575757,-5.249999999868523,6.0
-323.68345260575757,-5.249999999847641,6.0
-323.18345260575757,-5.249999999826759,6.0
-322.68345260575757,-5.249999999805877,6.0
-322.18345260575757,-5.249999999784995,6.0
-321.68345260575757,-5.249999999764113,6.0
-321.18345260575757,-5.249999999743231,6.0
-320.68345260575757,-5.249999999722349,6.0
-320.18345260575757,-5.249999999701467,6.0
-319.68345260575757,-5.249999999680585,6.0
-319.18345260575757,-5.249999999659703,6.0
-318.68345260575757,-5.249999999638821,6.0
-318.18345260575757,-5.249999999618327,6.0
-317.68345260575757,-5.249999999597832,6.0
-317.18345260575757,-5.249999999577337,6.0
-316.68345260575757,-5.2499999995568425,6.0
-316.18345260575757,-5.249999999536348,6.0
-315.68345260575757,-5.249999999515853,6.0
-315.18345260575757,-5.249999999495358,6.0
-314.68345260575757,-5.249999999474864,6.0
-314.18345260575757,-5.249999999454369,6.0
-313.68345260575757,-5.249999999433874,6.0
-313.18345260575757,-5.2499999994133795,6.0
-312.68345260575757,-5.249999999392885,6.0
-312.18345260575757,-5.24999999937239,6.0
-311.68345260575757,-5.249999999458598,6.0
-311.18345260575757,-5.249999999544807,6.0
-310.68345260575757,-5.249999999631015,6.0
-310.18345260575757,-5.2499999997172235,6.0
-309.68345260575757,-5.249999999803432,6.0
-309.18345260575757,-5.24999999988964,6.0
-308.68345260575757,-5.249999999975849,6.0
-308.18345260575757,-5.250000000062057,6.0
-307.68345260575757,-5.250000000148265,6.0
-307.18345260575757,-5.250000000234474,6.0
-306.68345260575757,-5.250000000320682,6.0
-306.18345260575757,-5.2500000004068905,6.0
-305.68345260575757,-5.250000000493099,6.0
-305.18345260575757,-5.250000000476099,6.0
-304.68345260575757,-5.250000000459099,6.0
-304.18345260575757,-5.2500000004421,6.0
-303.68345260575757,-5.2500000004251,6.0
-303.18345260575757,-5.2500000004081,6.0
-302.68345260575757,-5.2500000003911005,6.0
-302.18345260575757,-5.250000000374101,6.0
-301.68345260575757,-5.250000000357101,6.0
-301.18345260575757,-5.250000000340101,6.0
-300.68345260575757,-5.2500000003231015,6.0
-300.18345260575757,-5.250000000306102,6.0
-299.68345260575757,-5.250000000289102,6.0
-299.18345260575757,-5.250000000272102,6.0
-298.68345260575757,-5.25000000025288,6.0
-298.18345260575757,-5.250000000233658,6.0
-297.68345260575757,-5.2500000002144365,6.0
-297.18345260575757,-5.2500000001952145,6.0
-296.68345260575757,-5.2500000001759926,6.0
-296.18345260575757,-5.250000000156771,6.0
-295.68345260575757,-5.250000000137549,6.0
-295.18345260575757,-5.250000000118327,6.0
-294.68345260575757,-5.250000000099105,6.0
-294.18345260575757,-5.250000000079883,6.0
-293.68345260575757,-5.250000000060661,6.0
-293.18345260575757,-5.250000000041439,6.0
-292.68345260575757,-5.250000000022601,6.0
-292.18345260575757,-5.250000000003762,6.0
-291.68345260575757,-5.249999999984924,6.0
-291.18345260575757,-5.249999999966086,6.0
-290.68345260575757,-5.2499999999472475,6.0
-290.18345260575757,-5.249999999928409,6.0
-289.68345260575757,-5.249999999909571,6.0
-289.18345260575757,-5.249999999890733,6.0
-288.68345260575757,-5.2499999998718945,6.0
-288.18345260575757,-5.249999999853056,6.0
-287.68345260575757,-5.249999999834218,6.0
-287.18345260575757,-5.24999999981538,6.0
-286.68345260575757,-5.249999999796541,6.0
-286.18345260575757,-5.249999999778124,6.0
-285.68345260575757,-5.249999999759707,6.0
-285.18345260575757,-5.24999999974129,6.0
-284.68345260575757,-5.249999999722872,6.0
-284.18345260575757,-5.249999999704455,6.0
-283.68345260575757,-5.249999999686038,6.0
-283.18345260575757,-5.2499999996676205,6.0
-282.68345260575757,-5.249999999649203,6.0
-282.18345260575757,-5.249999999630786,6.0
-281.68345260575757,-5.249999999612369,6.0
-281.18345260575757,-5.2499999995939515,6.0
-280.68345260575757,-5.249999999575534,6.0
-280.18345260575757,-5.249999999557117,6.0
-279.68345260575757,-5.249999999539122,6.0
-279.18345260575757,-5.249999999521128,6.0
-278.68345260575757,-5.2499999995031335,6.0
-278.18345260575757,-5.249999999485139,6.0
-277.68345260575757,-5.2499999994671445,6.0
-277.18345260575757,-5.24999999944915,6.0
-276.68345260575757,-5.2499999994311555,6.0
-276.18345260575757,-5.249999999413161,6.0
-275.68345260575757,-5.2499999993951665,6.0
-275.18345260575757,-5.249999999377172,6.0
-274.68345260575757,-5.2499999993591775,6.0
-274.18345260575757,-5.249999999341183,6.0
-273.68345260575757,-5.249999999427904,6.0
-273.18345260575757,-5.249999999514625,6.0
-272.68345260575757,-5.249999999601346,6.0
-272.18345260575757,-5.249999999688066,6.0
-271.68345260575757,-5.249999999774787,6.0
-271.18345260575757,-5.249999999861508,6.0
-270.68345260575757,-5.249999999948229,6.0
-270.18345260575757,-5.25000000003495,6.0
-269.68345260575757,-5.250000000121671,6.0
-269.18345260575757,-5.2500000002083915,6.0
-268.68345260575757,-5.250000000295112,6.0
-268.18345260575757,-5.250000000381833,6.0
-267.68345260575757,-5.250000000468554,6.0
-267.18345260575757,-5.250000000455889,6.0
-266.68345260575757,-5.250000000443223,6.0
-266.18345260575757,-5.250000000430558,6.0
-265.68345260575757,-5.250000000417892,6.0
-265.18345260575757,-5.250000000405227,6.0
-264.68345260575757,-5.2500000003925615,6.0
-264.18345260575757,-5.250000000379896,6.0
-263.68345260575757,-5.250000000367231,6.0
-263.18345260575757,-5.250000000354565,6.0
-262.68345260575757,-5.2500000003419,6.0
-262.18345260575757,-5.250000000329234,6.0
-261.68345260575757,-5.250000000316569,6.0
-261.18345260575757,-5.250000000303904,6.0
-260.68345260575757,-5.250000000287241,6.0
-260.18345260575757,-5.250000000270579,6.0
-259.68345260575757,-5.250000000253917,6.0
-259.18345260575757,-5.250000000237255,6.0
-258.68345260575757,-5.250000000220592,6.0
-258.18345260575757,-5.25000000020393,6.0
-257.68345260575757,-5.250000000187268,6.0
-257.18345260575757,-5.250000000170606,6.0
-256.68345260575757,-5.2500000001539435,6.0
-256.18345260575757,-5.250000000137281,6.0
-255.68345260575757,-5.250000000120619,6.0
-255.18345260575757,-5.250000000103957,6.0
-254.68345260575757,-5.250000000087595,6.0
-254.18345260575757,-5.250000000071233,6.0
-253.68345260575757,-5.250000000054871,6.0
-253.18345260575757,-5.250000000038509,6.0
-252.68345260575757,-5.250000000022147,6.0
-252.18345260575757,-5.250000000005785,6.0
-251.68345260575757,-5.249999999989423,6.0
-251.18345260575757,-5.249999999973061,6.0
-250.68345260575757,-5.249999999956699,6.0
-250.18345260575757,-5.249999999940337,6.0
-249.68345260575757,-5.249999999923975,6.0
-249.18345260575757,-5.249999999907613,6.0
-248.68345260575757,-5.2499999998912505,6.0
-248.18345260575757,-5.249999999875341,6.0
-247.68345260575757,-5.249999999859431,6.0
-247.18345260575757,-5.249999999843521,6.0
-246.68345260575757,-5.249999999827611,6.0
-246.18345260575757,-5.249999999811701,6.0
-245.68345260575757,-5.249999999795791,6.0
-245.18345260575757,-5.249999999779881,6.0
-244.68345260575757,-5.249999999763971,6.0
-244.18345260575757,-5.249999999748061,6.0
-243.68345260575757,-5.249999999732151,6.0
-243.18345260575757,-5.249999999716241,6.0
-242.68345260575757,-5.249999999700331,6.0
-242.18345260575757,-5.249999999684421,6.0
-241.68345260575757,-5.249999999668511,6.0
-241.18345260575757,-5.2499999996526014,6.0
-240.68345260575757,-5.249999999637177,6.0
-240.18345260575757,-5.249999999621753,6.0
-239.68345260575757,-5.249999999606329,6.0
-239.18345260575757,-5.249999999590905,6.0
-238.68345260575757,-5.249999999575481,6.0
-238.18345260575757,-5.249999999560057,6.0
-237.68345260575757,-5.249999999544633,6.0
-237.18345260575757,-5.249999999529209,6.0
-236.68345260575757,-5.2499999995137845,6.0
-236.18345260575757,-5.24999999949836,6.0
-235.68345260575757,-5.249999999482936,6.0
-235.18345260575757,-5.249999999467512,6.0
-234.68345260575757,-5.249999999452088,6.0
-234.18345260575757,-5.249999999436664,6.0
-233.68345260575757,-5.24999999942124,6.0
-233.18345260575757,-5.249999999496508,6.0
-232.68345260575757,-5.249999999571775,6.0
-232.18345260575757,-5.249999999647043,6.0
-231.68345260575757,-5.249999999722311,6.0
-231.18345260575757,-5.249999999797579,6.0
-230.68345260575757,-5.249999999872847,6.0
-230.18345260575757,-5.249999999948114,6.0
-229.68345260575757,-5.250000000023382,6.0
-229.18345260575757,-5.25000000009865,6.0
-228.68345260575757,-5.250000000173918,6.0
-228.18345260575757,-5.250000000249186,6.0
-227.68345260575757,-5.250000000324453,6.0
-227.18345260575757,-5.250000000399721,6.0
-226.68345260575757,-5.250000000474989,6.0
-226.18345260575757,-5.250000000550257,6.0
-225.68345260575757,-5.25000000053983,6.0
-225.18345260575757,-5.250000000529404,6.0
-224.68345260575757,-5.250000000518978,6.0
-224.18345260575757,-5.250000000508551,6.0
-223.68345260575757,-5.250000000498125,6.0
-223.18345260575757,-5.250000000487699,6.0
-222.68345260575757,-5.250000000477272,6.0
-222.18345260575757,-5.250000000466846,6.0
-221.68345260575757,-5.25000000045642,6.0
-221.18345260575757,-5.2500000004459935,6.0
-220.68345260575757,-5.250000000435567,6.0
-220.18345260575757,-5.250000000425141,6.0
-219.68345260575757,-5.2500000004147145,6.0
-219.18345260575757,-5.250000000404288,6.0
-218.68345260575757,-5.250000000393862,6.0
-218.18345260575757,-5.250000000380073,6.0
-217.68345260575757,-5.250000000366284,6.0
-217.18345260575757,-5.250000000352495,6.0
-216.68345260575757,-5.250000000338706,6.0
-216.18345260575757,-5.250000000324917,6.0
-215.68345260575757,-5.250000000311128,6.0
-215.18345260575757,-5.250000000297339,6.0
-214.68345260575757,-5.25000000028355,6.0
-214.18345260575757,-5.250000000269761,6.0
-213.68345260575757,-5.250000000255972,6.0
-213.18345260575757,-5.250000000242183,6.0
-212.68345260575757,-5.250000000228394,6.0
-212.18345260575757,-5.250000000214605,6.0
-211.68345260575757,-5.250000000200816,6.0
-211.18345260575757,-5.250000000187291,6.0
-210.68345260575757,-5.250000000173766,6.0
-210.18345260575757,-5.250000000160241,6.0
-209.68345260575757,-5.2500000001467155,6.0
-209.18345260575757,-5.25000000013319,6.0
-208.68345260575757,-5.250000000119665,6.0
-208.18345260575757,-5.25000000010614,6.0
-207.68345260575757,-5.250000000092615,6.0
-207.18345260575757,-5.25000000007909,6.0
-206.68345260575757,-5.250000000065564,6.0
-206.18345260575757,-5.250000000052039,6.0
-205.68345260575757,-5.250000000038514,6.0
-205.18345260575757,-5.250000000024989,6.0
-204.68345260575757,-5.250000000011883,6.0
-204.18345260575757,-5.249999999998777,6.0
-203.68345260575757,-5.249999999985671,6.0
-203.18345260575757,-5.249999999972565,6.0
-202.68345260575757,-5.249999999959459,6.0
-202.18345260575757,-5.249999999946353,6.0
-201.68345260575757,-5.249999999933247,6.0
-201.18345260575757,-5.249999999920141,6.0
-200.68345260575757,-5.249999999907035,6.0
-200.18345260575757,-5.249999999893929,6.0
-199.68345260575757,-5.249999999880823,6.0
-199.18345260575757,-5.249999999867717,6.0
-198.68345260575757,-5.249999999854611,6.0
-198.18345260575757,-5.2499999998415054,6.0
-197.68345260575757,-5.2499999998288525,6.0
-197.18345260575757,-5.2499999998161995,6.0
-196.68345260575757,-5.2499999998035465,6.0
-196.18345260575757,-5.2499999997908935,6.0
-195.68345260575757,-5.2499999997782405,6.0
-195.18345260575757,-5.2499999997655875,6.0
-194.68345260575757,-5.2499999997529345,6.0
-194.18345260575757,-5.2499999997402815,6.0
-193.68345260575757,-5.2499999997276285,6.0
-193.18345260575757,-5.2499999997149756,6.0
-192.68345260575757,-5.249999999702323,6.0
-192.18345260575757,-5.24999999968967,6.0
-191.68345260575757,-5.249999999677017,6.0
-191.18345260575757,-5.249999999664364,6.0
-190.68345260575757,-5.249999999652165,6.0
-190.18345260575757,-5.249999999639967,6.0
-189.68345260575757,-5.249999999627769,6.0
-189.18345260575757,-5.249999999615571,6.0
-188.68345260575757,-5.249999999603372,6.0
-188.18345260575757,-5.249999999591174,6.0
-187.68345260575757,-5.249999999578976,6.0
-187.18345260575757,-5.249999999566778,6.0
-186.68345260575757,-5.249999999554579,6.0
-186.18345260575757,-5.249999999542381,6.0
-185.68345260575757,-5.249999999530183,6.0
-185.18345260575757,-5.249999999517985,6.0
-184.68345260575757,-5.249999999505786,6.0
-184.18345260575757,-5.249999999494012,6.0
-183.68345260575757,-5.249999999482237,6.0
-183.18345260575757,-5.249999999470463,6.0
-182.68345260575757,-5.249999999458688,6.0
-182.18345260575757,-5.2499999994469135,6.0
-181.68345260575757,-5.249999999435139,6.0
-181.18345260575757,-5.249999999423364,6.0
-180.68345260575757,-5.24999999941159,6.0
-180.18345260575757,-5.249999999399815,6.0
-179.68345260575757,-5.249999999388041,6.0
-179.18345260575757,-5.249999999376266,6.0
-178.68345260575757,-5.2499999993644915,6.0
-178.18345260575757,-5.249999999352717,6.0
-177.68345260575757,-5.249999999340942,6.0
-177.18345260575757,-5.249999999429208,6.0
-176.68345260575757,-5.249999999517473,6.0
-176.18345260575757,-5.2499999996057385,6.0
-175.68345260575757,-5.249999999694004,6.0
-175.18345260575757,-5.249999999782269,6.0
-174.68345260575757,-5.249999999870535,6.0
-174.18345260575757,-5.2499999999588,6.0
-173.68345260575757,-5.2500000000470655,6.0
-173.18345260575757,-5.250000000135331,6.0
-172.68345260575757,-5.250000000223596,6.0
-172.18345260575757,-5.250000000311862,6.0
-171.68345260575757,-5.250000000400127,6.0
-171.18345260575757,-5.250000000488392,6.0
-170.68345260575757,-5.250000000576658,6.0
-170.18345260575757,-5.250000000567379,6.0
-169.68345260575757,-5.2500000005581,6.0
-169.18345260575757,-5.250000000548821,6.0
-168.68345260575757,-5.250000000539543,6.0
-168.18345260575757,-5.250000000530264,6.0
-167.68345260575757,-5.250000000520985,6.0
-167.18345260575757,-5.250000000511706,6.0
-166.68345260575757,-5.250000000502427,6.0
-166.18345260575757,-5.250000000493149,6.0
-165.68345260575757,-5.25000000048387,6.0
-165.18345260575757,-5.250000000474591,6.0
-164.68345260575757,-5.250000000465312,6.0
-164.18345260575757,-5.250000000456033,6.0
-163.68345260575757,-5.250000000445685,6.0
-163.18345260575757,-5.250000000435337,6.0
-162.68345260575757,-5.250000000424989,6.0
-162.18345260575757,-5.250000000414641,6.0
-161.68345260575757,-5.250000000404293,6.0
-161.18345260575757,-5.250000000393944,6.0
-160.68345260575757,-5.250000000383596,6.0
-160.18345260575757,-5.250000000373248,6.0
-159.68345260575757,-5.2500000003629,6.0
-159.18345260575757,-5.250000000352552,6.0
-158.68345260575757,-5.250000000342204,6.0
-158.18345260575757,-5.250000000331855,6.0
-157.68345260575757,-5.250000000321507,6.0
-157.18345260575757,-5.250000000311159,6.0
-156.68345260575757,-5.250000000301172,6.0
-156.18345260575757,-5.250000000291186,6.0
-155.68345260575757,-5.250000000281199,6.0
-155.18345260575757,-5.250000000271212,6.0
-154.68345260575757,-5.250000000261226,6.0
-154.18345260575757,-5.250000000251239,6.0
-153.68345260575757,-5.250000000241252,6.0
-153.18345260575757,-5.250000000231266,6.0
-152.68345260575757,-5.250000000221279,6.0
-152.18345260575757,-5.250000000211292,6.0
-151.68345260575757,-5.250000000201306,6.0
-151.18345260575757,-5.250000000191319,6.0
-150.68345260575757,-5.250000000181332,6.0
-150.18345260575757,-5.250000000171346,6.0
-149.68345260575757,-5.250000000161811,6.0
-149.18345260575757,-5.250000000152276,6.0
-148.68345260575757,-5.250000000142742,6.0
-148.18345260575757,-5.250000000133207,6.0
-147.68345260575757,-5.250000000123673,6.0
-147.18345260575757,-5.250000000114138,6.0
-146.68345260575757,-5.250000000104603,6.0
-146.18345260575757,-5.250000000095069,6.0
-145.68345260575757,-5.250000000085534,6.0
-145.18345260575757,-5.250000000076,6.0
-144.68345260575757,-5.250000000066465,6.0
-144.18345260575757,-5.2500000000569305,6.0
-143.68345260575757,-5.250000000047396,6.0
-143.18345260575757,-5.250000000038285,6.0
-142.68345260575757,-5.250000000029174,6.0
-142.18345260575757,-5.250000000020063,6.0
-141.68345260575757,-5.250000000010952,6.0
-141.18345260575757,-5.250000000001841,6.0
-140.68345260575757,-5.24999999999273,6.0
-140.18345260575757,-5.249999999983619,6.0
-139.68345260575757,-5.249999999974508,6.0
-139.18345260575757,-5.2499999999653975,6.0
-138.68345260575757,-5.2499999999562865,6.0
-138.18345260575757,-5.249999999947176,6.0
-137.68345260575757,-5.249999999938065,6.0
-137.18345260575757,-5.249999999928954,6.0
-136.68345260575757,-5.249999999919843,6.0
-136.18345260575757,-5.249999999911185,6.0
-135.68345260575757,-5.249999999902527,6.0
-135.18345260575757,-5.249999999893869,6.0
-134.68345260575757,-5.249999999885211,6.0
-134.18345260575757,-5.249999999876553,6.0
-133.68345260575757,-5.249999999867895,6.0
-133.18345260575757,-5.249999999859237,6.0
-132.68345260575757,-5.249999999850579,6.0
-132.18345260575757,-5.249999999841921,6.0
-131.68345260575757,-5.249999999833263,6.0
-131.18345260575757,-5.249999999824605,6.0
-130.68345260575757,-5.249999999815947,6.0
-130.18345260575757,-5.249999999807289,6.0
-129.68345260575757,-5.249999999798631,6.0
-129.18345260575757,-5.249999999790428,6.0
-128.68345260575757,-5.249999999782225,6.0
-128.18345260575757,-5.249999999774022,6.0
-127.68345260575757,-5.249999999765818,6.0
-127.18345260575757,-5.249999999757615,6.0
-126.68345260575757,-5.249999999749412,6.0
-126.18345260575757,-5.249999999741209,6.0
-125.68345260575757,-5.249999999733006,6.0
-125.18345260575757,-5.249999999724802,6.0
-124.68345260575757,-5.249999999716599,6.0
-124.18345260575757,-5.249999999708396,6.0
-123.68345260575757,-5.249999999700193,6.0
-123.18345260575757,-5.2499999996919895,6.0
-122.68345260575757,-5.24999999968421,6.0
-122.18345260575757,-5.24999999967643,6.0
-121.68345260575757,-5.249999999668651,6.0
-121.18345260575757,-5.249999999660871,6.0
-120.68345260575757,-5.249999999653092,6.0
-120.18345260575757,-5.249999999645312,6.0
-119.68345260575757,-5.249999999637533,6.0
-119.18345260575757,-5.249999999629753,6.0
-118.68345260575757,-5.2499999996219735,6.0
-118.18345260575757,-5.249999999614194,6.0
-117.68345260575757,-5.249999999606414,6.0
-117.18345260575757,-5.249999999598635,6.0
-116.68345260575757,-5.249999999590855,6.0
-116.18345260575757,-5.249999999583076,6.0
-115.68345260575757,-5.24999999957575,6.0
-115.18345260575757,-5.249999999568424,6.0
-114.68345260575757,-5.249999999561099,6.0
-114.18345260575757,-5.249999999553773,6.0
-113.68345260575757,-5.249999999546447,6.0
-113.18345260575757,-5.2499999995391216,6.0
-112.68345260575757,-5.249999999531796,6.0
-112.18345260575757,-5.24999999952447,6.0
-111.68345260575757,-5.2499999995171445,6.0
-111.18345260575757,-5.249999999509819,6.0
-110.68345260575757,-5.249999999502493,6.0
-110.18345260575757,-5.249999999495167,6.0
-109.68345260575757,-5.249999999487842,6.0
-109.18345260575757,-5.249999999480516,6.0
-108.68345260575757,-5.249999999473645,6.0
-108.18345260575757,-5.249999999466774,6.0
-107.68345260575757,-5.249999999459903,6.0
-107.18345260575757,-5.249999999453032,6.0
-106.68345260575757,-5.249999999446161,6.0
-106.18345260575757,-5.24999999943929,6.0
-105.68345260575757,-5.249999999432419,6.0
-105.18345260575757,-5.249999999425548,6.0
-104.68345260575757,-5.2499999994186775,6.0
-104.18345260575757,-5.2499999994118065,6.0
-103.68345260575757,-5.249999999404936,6.0
-103.18345260575757,-5.249999999398065,6.0
-102.68345260575757,-5.249999999391194,6.0
-102.18345260575757,-5.2499999993847455,6.0
-101.68345260575757,-5.249999999378297,6.0
-101.18345260575757,-5.249999999371849,6.0
-100.68345260575757,-5.249999999365401,6.0
-100.18345260575757,-5.249999999358953,6.0
-99.68345260575757,-5.249999999352505,6.0
-99.18345260575757,-5.249999999346056,6.0
-98.68345260575757,-5.249999999339608,6.0
-98.18345260575757,-5.24999999933316,6.0
-97.68345260575757,-5.249999999326712,6.0
-97.18345260575757,-5.249999999320264,6.0
-96.68345260575757,-5.249999999313816,6.0
-96.18345260575757,-5.249999999307367,6.0
-95.68345260575757,-5.249999999300919,6.0
-95.18345260575757,-5.249999999294925,6.0
-94.68345260575757,-5.249999999288931,6.0
-94.18345260575757,-5.249999999282936,6.0
-93.68345260575757,-5.249999999276942,6.0
-93.18345260575757,-5.249999999270948,6.0
-92.68345260575757,-5.249999999264953,6.0
-92.18345260575757,-5.249999999258959,6.0
-91.68345260575757,-5.249999999252965,6.0
-91.18345260575757,-5.24999999924697,6.0
-90.68345260575757,-5.249999999240976,6.0
-90.18345260575757,-5.249999999234982,6.0
-89.68345260575757,-5.249999999228987,6.0
-89.18345260575757,-5.249999999222993,6.0
-88.68345260575757,-5.249999999314312,6.0
-88.18345260575757,-5.249999999405631,6.0
-87.68345260575757,-5.24999999949695,6.0
-87.18345260575757,-5.249999999588269,6.0
-86.68345260575757,-5.249999999679588,6.0
-86.18345260575757,-5.249999999770907,6.0
-85.68345260575757,-5.249999999862226,6.0
-85.18345260575757,-5.249999999953545,6.0
-84.68345260575757,-5.250000000044864,6.0
-84.18345260575757,-5.250000000136183,6.0
-83.68345260575757,-5.250000000227502,6.0
-83.18345260575757,-5.2500000003188205,6.0
-82.68345260575757,-5.2500000004101395,6.0
-82.18345260575757,-5.250000000501458,6.0
-81.68345260575757,-5.250000000500532,6.0
-81.18345260575757,-5.250000000499606,6.0
-80.68345260575757,-5.250000000498679,6.0
-80.18345260575757,-5.250000000497753,6.0
-79.68345260575757,-5.250000000496827,6.0
-79.18345260575757,-5.2500000004959,6.0
-78.68345260575757,-5.250000000494974,6.0
-78.18345260575757,-5.2500000004940475,6.0
-77.68345260575757,-5.250000000493121,6.0
-77.18345260575757,-5.250000000492195,6.0
-76.68345260575757,-5.250000000491268,6.0
-76.18345260575757,-5.250000000490342,6.0
-75.68345260575757,-5.250000000489416,6.0
-75.18345260575757,-5.250000000488489,6.0
-74.68345260575757,-5.250000000483905,6.0
-74.18345260575757,-5.2500000004793215,6.0
-73.68345260575757,-5.250000000474738,6.0
-73.18345260575757,-5.250000000470154,6.0
-72.68345260575757,-5.25000000046557,6.0
-72.18345260575757,-5.250000000460986,6.0
-71.68345260575757,-5.250000000456402,6.0
-71.18345260575757,-5.250000000451818,6.0
-70.68345260575757,-5.250000000447234,6.0
-70.18345260575757,-5.25000000044265,6.0
-69.68345260575757,-5.2500000004380665,6.0
-69.18345260575757,-5.250000000433483,6.0
-68.68345260575757,-5.250000000428899,6.0
-68.18345260575757,-5.250000000424665,6.0
-67.68345260575757,-5.250000000420431,6.0
-67.18345260575757,-5.250000000416197,6.0
-66.68345260575757,-5.250000000411963,6.0
-66.18345260575757,-5.250000000407729,6.0
-65.68345260575757,-5.250000000403495,6.0
-65.18345260575757,-5.250000000399261,6.0
-64.68345260575757,-5.250000000395027,6.0
-64.18345260575757,-5.250000000390793,6.0
-63.683452605757566,-5.250000000386559,6.0
-63.183452605757566,-5.250000000382325,6.0
-62.683452605757566,-5.250000000378091,6.0
-62.183452605757566,-5.250000000373857,6.0
-61.683452605757566,-5.250000000369623,6.0
-61.183452605757566,-5.250000000365838,6.0
-60.683452605757566,-5.250000000362053,6.0
-60.183452605757566,-5.250000000358267,6.0
-59.683452605757566,-5.250000000354482,6.0
-59.183452605757566,-5.250000000350696,6.0
-58.683452605757566,-5.250000000346911,6.0
-58.183452605757566,-5.2500000003431255,6.0
-57.683452605757566,-5.25000000033934,6.0
-57.183452605757566,-5.250000000335555,6.0
-56.683452605757566,-5.250000000331769,6.0
-56.183452605757566,-5.250000000327984,6.0
-55.683452605757566,-5.2500000003241984,6.0
-55.183452605757566,-5.250000000320413,6.0
-54.683452605757566,-5.250000000316628,6.0
-54.183452605757566,-5.250000000313297,6.0
