x,y,z
-594.4962090339515,-5.250000000338672,6.0
-593.9962090339515,-5.250000000308048,6.0
-593.4962090339515,-5.250000000277423,6.0
-592.9962090339515,-5.250000000246799,6.0
-592.4962090339515,-5.250000000216175,6.0
-591.9962090339515,-5.25000000018555,6.0
-591.4962090339515,-5.250000000154926,6.0
-590.9962090339515,-5.2500000001243015,6.0
-590.4962090339515,-5.250000000093677,6.0
-589.9962090339515,-5.250000000063053,6.0
-589.4962090339515,-5.250000000032428,6.0
-588.9962090339515,-5.249999999994739,6.0
-588.4962090339515,-5.24999999995705,6.0
-587.9962090339515,-5.249999999919361,6.0
-587.4962090339515,-5.249999999881672,6.0
-586.9962090339515,-5.2499999998439835,6.0
-586.4962090339515,-5.2499999998062945,6.0
-585.9962090339515,-5.2499999997686055,6.0
-585.4962090339515,-5.249999999730917,6.0
-584.9962090339515,-5.249999999693228,6.0
-584.4962090339515,-5.249999999655539,6.0
-583.9962090339515,-5.24999999961785,6.0
-583.4962090339515,-5.249999999580107,6.0
-582.9962090339515,-5.249999999542365,6.0
-582.4962090339515,-5.249999999504623,6.0
-581.9962090339515,-5.249999999466881,6.0
-581.4962090339515,-5.249999999429138,6.0
-580.9962090339515,-5.249999999391396,6.0
-580.4962090339515,-5.249999999353654,6.0
-579.9962090339515,-5.249999999315912,6.0
-579.4962090339515,-5.249999999278169,6.0
-578.9962090339515,-5.249999999240427,6.0
-578.4962090339515,-5.249999999202685,6.0
-577.9962090339515,-5.249999999291219,6.0
-577.4962090339515,-5.249999999379754,6.0
-576.9962090339515,-5.249999999468288,6.0
-576.4962090339515,-5.249999999556823,6.0
-575.9962090339515,-5.2499999996453575,6.0
-575.4962090339515,-5.249999999733892,6.0
-574.9962090339515,-5.2499999998224265,6.0
-574.4962090339515,-5.249999999910961,6.0
-573.9962090339515,-5.2499999999994955,6.0
-573.4962090339515,-5.25000000008803,6.0
-572.9962090339515,-5.2500000001765645,6.0
-572.4962090339515,-5.2500000001422995,6.0
-571.9962090339515,-5.2500000001080345,6.0
-571.4962090339515,-5.250000000073769,6.0
-570.9962090339515,-5.250000000039504,6.0
-570.4962090339515,-5.250000000005239,6.0
-569.9962090339515,-5.249999999970974,6.0
-569.4962090339515,-5.249999999936709,6.0
-568.9962090339515,-5.249999999902444,6.0
-568.4962090339515,-5.249999999868179,6.0
-567.9962090339515,-5.249999999833914,6.0
-567.4962090339515,-5.249999999799649,6.0
-566.9962090339515,-5.249999999762926,6.0
-566.4962090339515,-5.249999999726202,6.0
-565.9962090339515,-5.249999999689479,6.0
-565.6834526057576,-5.2499999996665085,6.0
-565.6834526057576,-5.2499999996665085,6.0
-565.1834526057576,-5.24999999962988,6.0
-564.6834526057576,-5.249999999593252,6.0
-564.1834526057576,-5.249999999556623,6.0
-563.6834526057576,-5.249999999519995,6.0
-563.1834526057576,-5.249999999483366,6.0
-562.6834526057576,-5.249999999446738,6.0
-562.1834526057576,-5.249999999410109,6.0
-561.6834526057576,-5.249999999499815,6.0
-561.1834526057576,-5.249999999589521,6.0
-560.6834526057576,-5.249999999679227,6.0
-560.1834526057576,-5.249999999768933,6.0
-559.6834526057576,-5.249999999858639,6.0
-559.1834526057576,-5.249999999948345,6.0
-558.6834526057576,-5.250000000038051,6.0
-558.1834526057576,-5.250000000127757,6.0
-557.6834526057576,-5.250000000217463,6.0
-557.1834526057576,-5.250000000307169,6.0
-556.6834526057576,-5.250000000396875,6.0
-556.1834526057576,-5.250000000363563,6.0
-555.6834526057576,-5.250000000330251,6.0
-555.1834526057576,-5.250000000296939,6.0
-554.6834526057576,-5.250000000263627,6.0
-554.1834526057576,-5.250000000230315,6.0
-553.6834526057576,-5.250000000197003,6.0
-553.1834526057576,-5.250000000163691,6.0
-552.6834526057576,-5.250000000130379,6.0
-552.1834526057576,-5.250000000097067,6.0
-551.6834526057576,-5.250000000063755,6.0
-551.1834526057576,-5.250000000030443,6.0
-550.6834526057576,-5.24999999999484,6.0
-550.1834526057576,-5.249999999959236,6.0
-549.6834526057576,-5.249999999923633,6.0
-549.1834526057576,-5.249999999888029,6.0
-548.6834526057576,-5.249999999852426,6.0
-548.1834526057576,-5.249999999816822,6.0
-547.6834526057576,-5.249999999781219,6.0
-547.1834526057576,-5.249999999745615,6.0
-546.6834526057576,-5.2499999997100115,6.0
-546.1834526057576,-5.249999999674408,6.0
-545.6834526057576,-5.249999999639108,6.0
-545.1834526057576,-5.2499999996038085,6.0
-544.6834526057576,-5.249999999568509,6.0
-544.1834526057576,-5.249999999533209,6.0
-543.6834526057576,-5.249999999497909,6.0
-543.1834526057576,-5.249999999462609,6.0
-542.6834526057576,-5.24999999942731,6.0
-542.1834526057576,-5.24999999939201,6.0
-541.6834526057576,-5.24999999935671,6.0
-541.1834526057576,-5.24999999932141,6.0
-540.6834526057576,-5.249999999286111,6.0
-540.1834526057576,-5.24999999937197,6.0
-539.6834526057576,-5.249999999457829,6.0
-539.1834526057576,-5.249999999543689,6.0
-538.6834526057576,-5.249999999629548,6.0
-538.1834526057576,-5.249999999715407,6.0
-537.6834526057576,-5.2499999998012665,6.0
-537.1834526057576,-5.249999999887126,6.0
-536.6834526057576,-5.249999999972985,6.0
-536.1834526057576,-5.2500000000588445,6.0
-535.6834526057576,-5.250000000144704,6.0
-535.1834526057576,-5.250000000230563,6.0
-534.6834526057576,-5.250000000203507,6.0
-534.1834526057576,-5.250000000176452,6.0
-533.6834526057576,-5.250000000149396,6.0
-533.1834526057576,-5.25000000012234,6.0
-532.6834526057576,-5.250000000095285,6.0
-532.1834526057576,-5.250000000068229,6.0
-531.6834526057576,-5.250000000041173,6.0
-531.1834526057576,-5.250000000014118,6.0
-530.6834526057576,-5.249999999987062,6.0
-530.1834526057576,-5.249999999960006,6.0
-529.6834526057576,-5.2499999999329505,6.0
-529.1834526057576,-5.249999999899108,6.0
-528.6834526057576,-5.249999999865266,6.0
-528.1834526057576,-5.249999999831424,6.0
-527.6834526057576,-5.2499999997975815,6.0
-527.1834526057576,-5.249999999763739,6.0
-526.6834526057576,-5.249999999729897,6.0
-526.1834526057576,-5.249999999696055,6.0
-525.6834526057576,-5.249999999662212,6.0
-525.1834526057576,-5.24999999962837,6.0
-524.6834526057576,-5.249999999594528,6.0
-524.1834526057576,-5.249999999560686,6.0
-523.6834526057576,-5.2499999995268265,6.0
-523.1834526057576,-5.249999999492967,6.0
-522.6834526057576,-5.249999999459108,6.0
-522.1834526057576,-5.249999999425249,6.0
-521.6834526057576,-5.24999999939139,6.0
-521.1834526057576,-5.249999999357531,6.0
-520.6834526057576,-5.249999999323672,6.0
-520.1834526057576,-5.2499999992898125,6.0
-519.6834526057576,-5.249999999255953,6.0
-519.1834526057576,-5.249999999222094,6.0
-518.6834526057576,-5.249999999188235,6.0
-518.1834526057576,-5.249999999281046,6.0
-517.6834526057576,-5.249999999373857,6.0
-517.1834526057576,-5.249999999466668,6.0
-516.6834526057576,-5.2499999995594795,6.0
-516.1834526057576,-5.249999999652291,6.0
-515.6834526057576,-5.249999999745102,6.0
-515.1834526057576,-5.249999999837913,6.0
-514.6834526057576,-5.249999999930724,6.0
-514.1834526057576,-5.250000000023535,6.0
-513.6834526057576,-5.250000000116346,6.0
-513.1834526057576,-5.250000000209157,6.0
-512.6834526057576,-5.250000000178398,6.0
-512.1834526057576,-5.250000000147638,6.0
-511.68345260575757,-5.250000000116879,6.0
-511.18345260575757,-5.25000000008612,6.0
-510.68345260575757,-5.25000000005536,6.0
-510.18345260575757,-5.250000000024601,6.0
-509.68345260575757,-5.249999999993841,6.0
-509.18345260575757,-5.249999999963082,6.0
-508.68345260575757,-5.249999999932323,6.0
-508.18345260575757,-5.249999999901563,6.0
-507.68345260575757,-5.249999999870804,6.0
-507.18345260575757,-5.249999999838018,6.0
-506.68345260575757,-5.249999999805231,6.0
-506.18345260575757,-5.249999999772445,6.0
-505.68345260575757,-5.249999999739659,6.0
-505.18345260575757,-5.249999999706873,6.0
-504.68345260575757,-5.2499999996740865,6.0
-504.18345260575757,-5.2499999996413,6.0
-503.68345260575757,-5.249999999608514,6.0
-503.18345260575757,-5.249999999575728,6.0
-502.68345260575757,-5.249999999542942,6.0
-502.18345260575757,-5.249999999510467,6.0
-501.68345260575757,-5.249999999477993,6.0
-501.18345260575757,-5.249999999445518,6.0
-500.68345260575757,-5.249999999413044,6.0
-500.18345260575757,-5.249999999380569,6.0
-499.68345260575757,-5.249999999348095,6.0
-499.18345260575757,-5.24999999931562,6.0
-498.68345260575757,-5.249999999283146,6.0
-498.18345260575757,-5.249999999250671,6.0
-497.68345260575757,-5.249999999218197,6.0
-497.18345260575757,-5.2499999991857225,6.0
-496.68345260575757,-5.2499999992746655,6.0
-496.18345260575757,-5.249999999363609,6.0
-495.68345260575757,-5.249999999452552,6.0
-495.18345260575757,-5.249999999541495,6.0
-494.68345260575757,-5.249999999630438,6.0
-494.18345260575757,-5.249999999719381,6.0
-493.68345260575757,-5.249999999808324,6.0
-493.18345260575757,-5.249999999897267,6.0
-492.68345260575757,-5.24999999998621,6.0
-492.18345260575757,-5.250000000075153,6.0
-491.68345260575757,-5.250000000164096,6.0
-491.18345260575757,-5.250000000139637,6.0
-490.68345260575757,-5.250000000115177,6.0
-490.18345260575757,-5.250000000090718,6.0
-489.68345260575757,-5.250000000066258,6.0
-489.18345260575757,-5.250000000041799,6.0
-488.68345260575757,-5.250000000017339,6.0
-488.18345260575757,-5.2499999999928795,6.0
-487.68345260575757,-5.24999999996842,6.0
-487.18345260575757,-5.24999999994396,6.0
-486.68345260575757,-5.249999999919501,6.0
-486.18345260575757,-5.249999999895041,6.0
-485.68345260575757,-5.249999999863999,6.0
-485.18345260575757,-5.249999999832956,6.0
-484.68345260575757,-5.249999999801913,6.0
-484.18345260575757,-5.24999999977087,6.0
-483.68345260575757,-5.249999999739828,6.0
-483.18345260575757,-5.249999999708785,6.0
-482.68345260575757,-5.249999999677742,6.0
-482.18345260575757,-5.2499999996466995,6.0
-481.68345260575757,-5.249999999615657,6.0
-481.18345260575757,-5.249999999584614,6.0
-480.68345260575757,-5.249999999553571,6.0
-480.18345260575757,-5.249999999522536,6.0
-479.68345260575757,-5.2499999994915,6.0
-479.18345260575757,-5.2499999994604645,6.0
-478.68345260575757,-5.249999999429429,6.0
-478.18345260575757,-5.249999999398393,6.0
-477.68345260575757,-5.249999999367358,6.0
-477.18345260575757,-5.249999999336322,6.0
-476.68345260575757,-5.249999999305286,6.0
-476.18345260575757,-5.249999999274251,6.0
-475.68345260575757,-5.249999999243215,6.0
-475.18345260575757,-5.2499999992121795,6.0
-474.68345260575757,-5.249999999308099,6.0
-474.18345260575757,-5.249999999404019,6.0
-473.68345260575757,-5.249999999499939,6.0
-473.18345260575757,-5.249999999595858,6.0
-472.68345260575757,-5.249999999691778,6.0
-472.18345260575757,-5.249999999787698,6.0
-471.68345260575757,-5.2499999998836175,6.0
-471.18345260575757,-5.249999999979537,6.0
-470.68345260575757,-5.250000000075457,6.0
-470.18345260575757,-5.250000000171377,6.0
-469.68345260575757,-5.250000000267296,6.0
-469.18345260575757,-5.250000000239087,6.0
-468.68345260575757,-5.2500000002108775,6.0
-468.18345260575757,-5.250000000182668,6.0
-467.68345260575757,-5.250000000154459,6.0
-467.18345260575757,-5.250000000126249,6.0
-466.68345260575757,-5.25000000009804,6.0
-466.18345260575757,-5.25000000006983,6.0
-465.68345260575757,-5.250000000041621,6.0
-465.18345260575757,-5.2500000000134115,6.0
-464.68345260575757,-5.249999999985202,6.0
-464.18345260575757,-5.249999999956993,6.0
-463.68345260575757,-5.249999999927026,6.0
-463.18345260575757,-5.24999999989706,6.0
-462.68345260575757,-5.249999999867094,6.0
-462.18345260575757,-5.249999999837128,6.0
-461.68345260575757,-5.249999999807161,6.0
-461.18345260575757,-5.249999999777195,6.0
-460.68345260575757,-5.249999999747229,6.0
-460.18345260575757,-5.249999999717263,6.0
-459.68345260575757,-5.249999999687296,6.0
-459.18345260575757,-5.24999999965733,6.0
-458.68345260575757,-5.24999999962768,6.0
-458.18345260575757,-5.24999999959803,6.0
-457.68345260575757,-5.24999999956838,6.0
-457.18345260575757,-5.24999999953873,6.0
-456.68345260575757,-5.24999999950908,6.0
-456.18345260575757,-5.24999999947943,6.0
-455.68345260575757,-5.24999999944978,6.0
-455.18345260575757,-5.24999999942013,6.0
-454.68345260575757,-5.24999999939048,6.0
-454.18345260575757,-5.2499999993608295,6.0
-453.68345260575757,-5.2499999993311794,6.0
-453.18345260575757,-5.249999999423208,6.0
-452.68345260575757,-5.249999999515237,6.0
-452.18345260575757,-5.249999999607265,6.0
-451.68345260575757,-5.249999999699294,6.0
-451.18345260575757,-5.2499999997913225,6.0
-450.68345260575757,-5.249999999883351,6.0
-450.18345260575757,-5.24999999997538,6.0
-449.68345260575757,-5.250000000067408,6.0
-449.18345260575757,-5.250000000159437,6.0
-448.68345260575757,-5.2500000002514655,6.0
-448.18345260575757,-5.250000000343494,6.0
-447.68345260575757,-5.250000000321629,6.0
-447.18345260575757,-5.250000000299764,6.0
-446.68345260575757,-5.250000000277899,6.0
-446.18345260575757,-5.250000000256033,6.0
-445.68345260575757,-5.250000000234168,6.0
-445.18345260575757,-5.250000000212303,6.0
-444.68345260575757,-5.250000000190438,6.0
-444.18345260575757,-5.250000000168573,6.0
-443.68345260575757,-5.2500000001467075,6.0
-443.18345260575757,-5.250000000124842,6.0
-442.68345260575757,-5.250000000102977,6.0
-442.18345260575757,-5.250000000074734,6.0
-441.68345260575757,-5.250000000046491,6.0
-441.18345260575757,-5.250000000018248,6.0
-440.68345260575757,-5.249999999990004,6.0
-440.18345260575757,-5.249999999961761,6.0
-439.68345260575757,-5.249999999933518,6.0
-439.18345260575757,-5.249999999905275,6.0
-438.68345260575757,-5.249999999877032,6.0
-438.18345260575757,-5.2499999998487885,6.0
-437.68345260575757,-5.249999999820545,6.0
-437.18345260575757,-5.249999999792302,6.0
-436.68345260575757,-5.249999999764091,6.0
-436.18345260575757,-5.24999999973588,6.0
-435.68345260575757,-5.2499999997076685,6.0
-435.18345260575757,-5.249999999679457,6.0
-434.68345260575757,-5.249999999651246,6.0
-434.18345260575757,-5.249999999623035,6.0
-433.68345260575757,-5.249999999594824,6.0
-433.18345260575757,-5.2499999995666125,6.0
-432.68345260575757,-5.249999999538401,6.0
-432.18345260575757,-5.24999999951019,6.0
-431.68345260575757,-5.249999999481979,6.0
-431.18345260575757,-5.249999999454112,6.0
-430.68345260575757,-5.249999999426246,6.0
-430.18345260575757,-5.249999999398379,6.0
-429.68345260575757,-5.249999999370512,6.0
-429.18345260575757,-5.249999999342646,6.0
-428.68345260575757,-5.249999999314779,6.0
-428.18345260575757,-5.249999999286913,6.0
-427.68345260575757,-5.249999999259046,6.0
-427.18345260575757,-5.249999999231179,6.0
-426.68345260575757,-5.249999999203313,6.0
-426.18345260575757,-5.249999999175446,6.0
-425.68345260575757,-5.249999999276306,6.0
-425.18345260575757,-5.249999999377166,6.0
-424.68345260575757,-5.2499999994780255,6.0
-424.18345260575757,-5.249999999578885,6.0
-423.68345260575757,-5.249999999679745,6.0
-423.18345260575757,-5.249999999780605,6.0
-422.68345260575757,-5.249999999881465,6.0
-422.18345260575757,-5.249999999982324,6.0
-421.68345260575757,-5.250000000083184,6.0
-421.18345260575757,-5.250000000184044,6.0
-420.68345260575757,-5.250000000284904,6.0
-420.18345260575757,-5.250000000258135,6.0
-419.68345260575757,-5.250000000231366,6.0
-419.18345260575757,-5.250000000204597,6.0
-418.68345260575757,-5.250000000177828,6.0
-418.18345260575757,-5.25000000015106,6.0
-417.68345260575757,-5.250000000124291,6.0
-417.18345260575757,-5.250000000097522,6.0
-416.68345260575757,-5.250000000070753,6.0
-416.18345260575757,-5.250000000043984,6.0
-415.68345260575757,-5.250000000017216,6.0
-415.18345260575757,-5.24999999999042,6.0
-414.68345260575757,-5.249999999963625,6.0
-414.18345260575757,-5.249999999936829,6.0
-413.68345260575757,-5.249999999910034,6.0
-413.18345260575757,-5.249999999883238,6.0
-412.68345260575757,-5.249999999856443,6.0
-412.18345260575757,-5.249999999829647,6.0
-411.68345260575757,-5.249999999802852,6.0
-411.18345260575757,-5.2499999997760565,6.0
-410.68345260575757,-5.249999999749261,6.0
-410.18345260575757,-5.249999999722466,6.0
-409.68345260575757,-5.249999999695998,6.0
-409.18345260575757,-5.24999999966953,6.0
-408.68345260575757,-5.249999999643062,6.0
-408.18345260575757,-5.249999999616595,6.0
-407.68345260575757,-5.249999999590127,6.0
-407.18345260575757,-5.249999999563659,6.0
-406.68345260575757,-5.2499999995371915,6.0
-406.18345260575757,-5.249999999510724,6.0
-405.68345260575757,-5.249999999484256,6.0
-405.18345260575757,-5.249999999457788,6.0
-404.68345260575757,-5.249999999431321,6.0
-404.18345260575757,-5.249999999528145,6.0
-403.68345260575757,-5.249999999624968,6.0
-403.18345260575757,-5.249999999721792,6.0
-402.68345260575757,-5.249999999818616,6.0
-402.18345260575757,-5.24999999991544,6.0
-401.68345260575757,-5.250000000012264,6.0
-401.18345260575757,-5.250000000109088,6.0
-400.68345260575757,-5.250000000205912,6.0
-400.18345260575757,-5.250000000302736,6.0
-399.68345260575757,-5.2500000003995595,6.0
-399.18345260575757,-5.250000000496383,6.0
-398.68345260575757,-5.2500000004762395,6.0
-398.18345260575757,-5.250000000456096,6.0
-397.68345260575757,-5.250000000435952,6.0
-397.18345260575757,-5.250000000415808,6.0
-396.68345260575757,-5.250000000395664,6.0
-396.18345260575757,-5.25000000037552,6.0
-395.68345260575757,-5.250000000355376,6.0
-395.18345260575757,-5.250000000335232,6.0
-394.68345260575757,-5.250000000315088,6.0
-394.18345260575757,-5.2500000002949445,6.0
-393.68345260575757,-5.250000000274801,6.0
-393.18345260575757,-5.250000000249599,6.0
-392.68345260575757,-5.2500000002243965,6.0
-392.18345260575757,-5.250000000199194,6.0
-391.68345260575757,-5.250000000173992,6.0
-391.18345260575757,-5.25000000014879,6.0
-390.68345260575757,-5.250000000123588,6.0
-390.18345260575757,-5.250000000098386,6.0
-389.68345260575757,-5.250000000073184,6.0
-389.18345260575757,-5.250000000047982,6.0
-388.68345260575757,-5.25000000002278,6.0
-388.18345260575757,-5.249999999997578,6.0
-387.68345260575757,-5.249999999972541,6.0
-387.18345260575757,-5.249999999947504,6.0
-386.68345260575757,-5.249999999922467,6.0
-386.18345260575757,-5.2499999998974305,6.0
-385.68345260575757,-5.249999999872394,6.0
-385.18345260575757,-5.249999999847357,6.0
-384.68345260575757,-5.24999999982232,6.0
-384.18345260575757,-5.249999999797283,6.0
-383.68345260575757,-5.249999999772246,6.0
-383.18345260575757,-5.249999999747209,6.0
-382.68345260575757,-5.2499999997221725,6.0
-382.18345260575757,-5.24999999969749,6.0
-381.68345260575757,-5.2499999996728075,6.0
-381.18345260575757,-5.249999999648125,6.0
-380.68345260575757,-5.2499999996234425,6.0
-380.18345260575757,-5.24999999959876,6.0
-379.68345260575757,-5.249999999574078,6.0
-379.18345260575757,-5.249999999549395,6.0
-378.68345260575757,-5.249999999524713,6.0
-378.18345260575757,-5.24999999950003,6.0
-377.68345260575757,-5.249999999475348,6.0
-377.18345260575757,-5.249999999450665,6.0
-376.68345260575757,-5.249999999426339,6.0
-376.18345260575757,-5.249999999402013,6.0
-375.68345260575757,-5.249999999377686,6.0
-375.18345260575757,-5.24999999935336,6.0
-374.68345260575757,-5.249999999329034,6.0
-374.18345260575757,-5.249999999304707,6.0
-373.68345260575757,-5.249999999280381,6.0
-373.18345260575757,-5.249999999256055,6.0
-372.68345260575757,-5.249999999231728,6.0
-372.18345260575757,-5.249999999207402,6.0
-371.68345260575757,-5.24999999930392,6.0
-371.18345260575757,-5.249999999400439,6.0
-370.68345260575757,-5.249999999496957,6.0
-370.18345260575757,-5.249999999593475,6.0
